NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,A_MEAN
221111,Hydroelectric Power Generation,6-digit,5,00-0000,All Occupations,total,8060,110490
221111,Hydroelectric Power Generation,6-digit,5,11-1021,General and Operations Managers,detailed,210,153400
221111,Hydroelectric Power Generation,6-digit,5,11-3021,Computer and Information Systems Managers,detailed,50,207530
221111,Hydroelectric Power Generation,6-digit,5,11-3031,Financial Managers,detailed,40,182370
221111,Hydroelectric Power Generation,6-digit,5,11-3051,Industrial Production Managers,detailed,70,158650
221111,Hydroelectric Power Generation,6-digit,5,11-9041,Architectural and Engineering Managers,detailed,30,205830
221111,Hydroelectric Power Generation,6-digit,5,11-9199,"Managers, All Other",detailed,70,169910
221111,Hydroelectric Power Generation,6-digit,5,13-1020,Buyers and Purchasing Agents,detailed,70,84940
221111,Hydroelectric Power Generation,6-digit,5,13-1041,Compliance Officers,detailed,130,125060
221111,Hydroelectric Power Generation,6-digit,5,13-1071,Human Resources Specialists,detailed,50,99620
221111,Hydroelectric Power Generation,6-digit,5,13-1081,Logisticians,detailed,50,112780
221111,Hydroelectric Power Generation,6-digit,5,13-1082,Project Management Specialists,detailed,190,125920
221111,Hydroelectric Power Generation,6-digit,5,13-1111,Management Analysts,detailed,60,113780
221111,Hydroelectric Power Generation,6-digit,5,13-1199,"Business Operations Specialists, All Other",detailed,90,105470
221111,Hydroelectric Power Generation,6-digit,5,13-2011,Accountants and Auditors,detailed,80,119120
221111,Hydroelectric Power Generation,6-digit,5,15-1211,Computer Systems Analysts,detailed,30,123200
221111,Hydroelectric Power Generation,6-digit,5,15-1252,Software Developers,detailed,90,150970
221111,Hydroelectric Power Generation,6-digit,5,17-2071,Electrical Engineers,detailed,440,124870
221111,Hydroelectric Power Generation,6-digit,5,17-2141,Mechanical Engineers,detailed,50,101170
221111,Hydroelectric Power Generation,6-digit,5,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,80,95700
221111,Hydroelectric Power Generation,6-digit,5,19-1032,Foresters,detailed,40,108540
221111,Hydroelectric Power Generation,6-digit,5,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,90,107310
221111,Hydroelectric Power Generation,6-digit,5,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,30,61880
221111,Hydroelectric Power Generation,6-digit,5,19-4044,Hydrologic Technicians,detailed,130,84190
221111,Hydroelectric Power Generation,6-digit,5,19-4071,Forest and Conservation Technicians,detailed,50,91300
221111,Hydroelectric Power Generation,6-digit,5,19-5011,Occupational Health and Safety Specialists,detailed,80,117970
221111,Hydroelectric Power Generation,6-digit,5,37-3011,Landscaping and Groundskeeping Workers,detailed,**,43480
221111,Hydroelectric Power Generation,6-digit,5,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,40,108070
221111,Hydroelectric Power Generation,6-digit,5,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,50,62140
221111,Hydroelectric Power Generation,6-digit,5,43-4051,Customer Service Representatives,detailed,30,73160
221111,Hydroelectric Power Generation,6-digit,5,43-5061,"Production, Planning, and Expediting Clerks",detailed,50,98220
221111,Hydroelectric Power Generation,6-digit,5,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,30,75570
221111,Hydroelectric Power Generation,6-digit,5,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,80,58380
221111,Hydroelectric Power Generation,6-digit,5,43-9061,"Office Clerks, General",detailed,100,86110
221111,Hydroelectric Power Generation,6-digit,5,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,60,118860
221111,Hydroelectric Power Generation,6-digit,5,47-2111,Electricians,detailed,110,121140
221111,Hydroelectric Power Generation,6-digit,5,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,40,113460
221111,Hydroelectric Power Generation,6-digit,5,47-4011,Construction and Building Inspectors,detailed,40,132250
221111,Hydroelectric Power Generation,6-digit,5,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,270,141910
221111,Hydroelectric Power Generation,6-digit,5,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,70,124120
221111,Hydroelectric Power Generation,6-digit,5,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,180,95120
221111,Hydroelectric Power Generation,6-digit,5,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,**,94830
221111,Hydroelectric Power Generation,6-digit,5,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,80,101710
221111,Hydroelectric Power Generation,6-digit,5,49-9041,Industrial Machinery Mechanics,detailed,370,104200
221111,Hydroelectric Power Generation,6-digit,5,49-9051,Electrical Power-Line Installers and Repairers,detailed,640,118450
221111,Hydroelectric Power Generation,6-digit,5,49-9071,"Maintenance and Repair Workers, General",detailed,220,83300
221111,Hydroelectric Power Generation,6-digit,5,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,260,124550
221111,Hydroelectric Power Generation,6-digit,5,51-4041,Machinists,detailed,30,127050
221111,Hydroelectric Power Generation,6-digit,5,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,40,87040
221111,Hydroelectric Power Generation,6-digit,5,51-8012,Power Distributors and Dispatchers,detailed,40,113260
221111,Hydroelectric Power Generation,6-digit,5,51-8013,Power Plant Operators,detailed,1620,92970
221111,Hydroelectric Power Generation,6-digit,5,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,90,103570
221112,Fossil Fuel Electric Power Generation,6-digit,5,00-0000,All Occupations,total,73170,110110
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-1011,Chief Executives,detailed,40,276790
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-1021,General and Operations Managers,detailed,1680,170180
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-2021,Marketing Managers,detailed,90,181620
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-2032,Public Relations Managers,detailed,40,195280
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-3012,Administrative Services Managers,detailed,210,141760
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-3013,Facilities Managers,detailed,200,153750
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-3021,Computer and Information Systems Managers,detailed,210,180600
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-3031,Financial Managers,detailed,280,209540
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-3051,Industrial Production Managers,detailed,940,162280
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-3061,Purchasing Managers,detailed,50,135140
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-3071,"Transportation, Storage, and Distribution Managers",detailed,120,144570
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-3121,Human Resources Managers,detailed,60,157480
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-3131,Training and Development Managers,detailed,30,126450
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-9021,Construction Managers,detailed,290,145180
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-9041,Architectural and Engineering Managers,detailed,650,164370
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-9161,Emergency Management Directors,detailed,**,147110
221112,Fossil Fuel Electric Power Generation,6-digit,5,11-9199,"Managers, All Other",detailed,460,161290
221112,Fossil Fuel Electric Power Generation,6-digit,5,13-1020,Buyers and Purchasing Agents,detailed,570,92670
221112,Fossil Fuel Electric Power Generation,6-digit,5,13-1041,Compliance Officers,detailed,600,120290
221112,Fossil Fuel Electric Power Generation,6-digit,5,13-1071,Human Resources Specialists,detailed,250,104200
221112,Fossil Fuel Electric Power Generation,6-digit,5,13-1081,Logisticians,detailed,190,126780
221112,Fossil Fuel Electric Power Generation,6-digit,5,13-1082,Project Management Specialists,detailed,1520,130630
221112,Fossil Fuel Electric Power Generation,6-digit,5,13-1111,Management Analysts,detailed,580,118720
221112,Fossil Fuel Electric Power Generation,6-digit,5,13-1151,Training and Development Specialists,detailed,480,109890
221112,Fossil Fuel Electric Power Generation,6-digit,5,13-1161,Market Research Analysts and Marketing Specialists,detailed,200,128870
221112,Fossil Fuel Electric Power Generation,6-digit,5,13-1199,"Business Operations Specialists, All Other",detailed,700,110040
221112,Fossil Fuel Electric Power Generation,6-digit,5,13-2011,Accountants and Auditors,detailed,720,108960
221112,Fossil Fuel Electric Power Generation,6-digit,5,13-2031,Budget Analysts,detailed,90,90950
221112,Fossil Fuel Electric Power Generation,6-digit,5,13-2051,Financial and Investment Analysts,detailed,270,108490
221112,Fossil Fuel Electric Power Generation,6-digit,5,15-1211,Computer Systems Analysts,detailed,630,111630
221112,Fossil Fuel Electric Power Generation,6-digit,5,15-1212,Information Security Analysts,detailed,210,123450
221112,Fossil Fuel Electric Power Generation,6-digit,5,15-1231,Computer Network Support Specialists,detailed,120,134700
221112,Fossil Fuel Electric Power Generation,6-digit,5,15-1232,Computer User Support Specialists,detailed,170,84460
221112,Fossil Fuel Electric Power Generation,6-digit,5,15-1241,Computer Network Architects,detailed,250,148530
221112,Fossil Fuel Electric Power Generation,6-digit,5,15-1243,Database Architects,detailed,80,158590
221112,Fossil Fuel Electric Power Generation,6-digit,5,15-1244,Network and Computer Systems Administrators,detailed,170,107740
221112,Fossil Fuel Electric Power Generation,6-digit,5,15-1251,Computer Programmers,detailed,110,109200
221112,Fossil Fuel Electric Power Generation,6-digit,5,15-1252,Software Developers,detailed,250,118260
221112,Fossil Fuel Electric Power Generation,6-digit,5,15-1299,"Computer Occupations, All Other",detailed,190,115600
221112,Fossil Fuel Electric Power Generation,6-digit,5,15-2031,Operations Research Analysts,detailed,190,106050
221112,Fossil Fuel Electric Power Generation,6-digit,5,15-2051,Data Scientists,detailed,120,129770
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-1021,Cartographers and Photogrammetrists,detailed,30,86670
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-2051,Civil Engineers,detailed,320,124030
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-2071,Electrical Engineers,detailed,4380,120630
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-2072,"Electronics Engineers, Except Computer",detailed,70,109900
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-2081,Environmental Engineers,detailed,100,119980
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,70,115860
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-2112,Industrial Engineers,detailed,220,124370
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-2141,Mechanical Engineers,detailed,150,113150
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-2161,Nuclear Engineers,detailed,**,131820
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-2199,"Engineers, All Other",detailed,360,120690
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-3012,Electrical and Electronics Drafters,detailed,460,92800
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-3019,"Drafters, All Other",detailed,40,96650
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,1260,94050
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-3026,Industrial Engineering Technologists and Technicians,detailed,40,96060
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-3027,Mechanical Engineering Technologists and Technicians,detailed,60,96240
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",detailed,130,91030
221112,Fossil Fuel Electric Power Generation,6-digit,5,17-3031,Surveying and Mapping Technicians,detailed,60,84950
221112,Fossil Fuel Electric Power Generation,6-digit,5,19-1032,Foresters,detailed,90,95750
221112,Fossil Fuel Electric Power Generation,6-digit,5,19-2031,Chemists,detailed,150,102890
221112,Fossil Fuel Electric Power Generation,6-digit,5,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,340,110870
221112,Fossil Fuel Electric Power Generation,6-digit,5,19-2099,"Physical Scientists, All Other",detailed,50,111270
221112,Fossil Fuel Electric Power Generation,6-digit,5,19-3051,Urban and Regional Planners,detailed,40,92160
221112,Fossil Fuel Electric Power Generation,6-digit,5,19-4031,Chemical Technicians,detailed,230,91650
221112,Fossil Fuel Electric Power Generation,6-digit,5,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,50,82260
221112,Fossil Fuel Electric Power Generation,6-digit,5,19-4051,Nuclear Technicians,detailed,80,111790
221112,Fossil Fuel Electric Power Generation,6-digit,5,19-5011,Occupational Health and Safety Specialists,detailed,590,113580
221112,Fossil Fuel Electric Power Generation,6-digit,5,19-5012,Occupational Health and Safety Technicians,detailed,40,90850
221112,Fossil Fuel Electric Power Generation,6-digit,5,23-1011,Lawyers,detailed,90,214860
221112,Fossil Fuel Electric Power Generation,6-digit,5,27-3031,Public Relations Specialists,detailed,190,118420
221112,Fossil Fuel Electric Power Generation,6-digit,5,33-9032,Security Guards,detailed,110,75860
221112,Fossil Fuel Electric Power Generation,6-digit,5,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,80,50420
221112,Fossil Fuel Electric Power Generation,6-digit,5,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,30,118890
221112,Fossil Fuel Electric Power Generation,6-digit,5,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,110,109560
221112,Fossil Fuel Electric Power Generation,6-digit,5,41-9031,Sales Engineers,detailed,50,113660
221112,Fossil Fuel Electric Power Generation,6-digit,5,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,450,119900
221112,Fossil Fuel Electric Power Generation,6-digit,5,43-3021,Billing and Posting Clerks,detailed,90,65660
221112,Fossil Fuel Electric Power Generation,6-digit,5,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,240,74330
221112,Fossil Fuel Electric Power Generation,6-digit,5,43-3051,Payroll and Timekeeping Clerks,detailed,**,77390
221112,Fossil Fuel Electric Power Generation,6-digit,5,43-3061,Procurement Clerks,detailed,40,64990
221112,Fossil Fuel Electric Power Generation,6-digit,5,43-4051,Customer Service Representatives,detailed,1390,61410
221112,Fossil Fuel Electric Power Generation,6-digit,5,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,70,67850
221112,Fossil Fuel Electric Power Generation,6-digit,5,43-4199,"Information and Record Clerks, All Other",detailed,40,102830
221112,Fossil Fuel Electric Power Generation,6-digit,5,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,160,92080
221112,Fossil Fuel Electric Power Generation,6-digit,5,43-5041,"Meter Readers, Utilities",detailed,290,70910
221112,Fossil Fuel Electric Power Generation,6-digit,5,43-5061,"Production, Planning, and Expediting Clerks",detailed,850,90050
221112,Fossil Fuel Electric Power Generation,6-digit,5,43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,220,75930
221112,Fossil Fuel Electric Power Generation,6-digit,5,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,380,82480
221112,Fossil Fuel Electric Power Generation,6-digit,5,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,630,61860
221112,Fossil Fuel Electric Power Generation,6-digit,5,43-9061,"Office Clerks, General",detailed,560,56900
221112,Fossil Fuel Electric Power Generation,6-digit,5,43-9199,"Office and Administrative Support Workers, All Other",detailed,50,60030
221112,Fossil Fuel Electric Power Generation,6-digit,5,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,330,124920
221112,Fossil Fuel Electric Power Generation,6-digit,5,47-2061,Construction Laborers,detailed,70,91330
221112,Fossil Fuel Electric Power Generation,6-digit,5,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,690,95260
221112,Fossil Fuel Electric Power Generation,6-digit,5,47-2111,Electricians,detailed,1360,104270
221112,Fossil Fuel Electric Power Generation,6-digit,5,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,270,110730
221112,Fossil Fuel Electric Power Generation,6-digit,5,47-3013,Helpers--Electricians,detailed,30,84260
221112,Fossil Fuel Electric Power Generation,6-digit,5,47-4011,Construction and Building Inspectors,detailed,160,103290
221112,Fossil Fuel Electric Power Generation,6-digit,5,47-5044,"Loading and Moving Machine Operators, Underground Mining",detailed,**,89440
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,3010,134060
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,110,113000
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,210,84590
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,360,108090
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,3330,100420
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-3023,Automotive Service Technicians and Mechanics,detailed,150,87520
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,210,94670
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,290,89740
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,1820,96950
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,40,68650
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-9041,Industrial Machinery Mechanics,detailed,2260,100290
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-9043,"Maintenance Workers, Machinery",detailed,110,95860
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-9044,Millwrights,detailed,80,106520
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-9051,Electrical Power-Line Installers and Repairers,detailed,6440,112610
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-9052,Telecommunications Line Installers and Repairers,detailed,100,94220
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-9071,"Maintenance and Repair Workers, General",detailed,980,95840
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-9081,Wind Turbine Service Technicians,detailed,50,110530
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,200,62480
221112,Fossil Fuel Electric Power Generation,6-digit,5,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,100,106060
221112,Fossil Fuel Electric Power Generation,6-digit,5,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,2740,128170
221112,Fossil Fuel Electric Power Generation,6-digit,5,51-4041,Machinists,detailed,150,104320
221112,Fossil Fuel Electric Power Generation,6-digit,5,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,540,109310
221112,Fossil Fuel Electric Power Generation,6-digit,5,51-8012,Power Distributors and Dispatchers,detailed,960,112140
221112,Fossil Fuel Electric Power Generation,6-digit,5,51-8013,Power Plant Operators,detailed,11860,101590
221112,Fossil Fuel Electric Power Generation,6-digit,5,51-8021,Stationary Engineers and Boiler Operators,detailed,280,99710
221112,Fossil Fuel Electric Power Generation,6-digit,5,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,330,100280
221112,Fossil Fuel Electric Power Generation,6-digit,5,51-8092,Gas Plant Operators,detailed,280,91930
221112,Fossil Fuel Electric Power Generation,6-digit,5,51-8099,"Plant and System Operators, All Other",detailed,150,113580
221112,Fossil Fuel Electric Power Generation,6-digit,5,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,70,94700
221112,Fossil Fuel Electric Power Generation,6-digit,5,51-9198,Helpers--Production Workers,detailed,70,61090
221112,Fossil Fuel Electric Power Generation,6-digit,5,51-9199,"Production Workers, All Other",detailed,50,80580
221112,Fossil Fuel Electric Power Generation,6-digit,5,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",detailed,140,108330
221112,Fossil Fuel Electric Power Generation,6-digit,5,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,160,86200
221112,Fossil Fuel Electric Power Generation,6-digit,5,53-7011,Conveyor Operators and Tenders,detailed,120,99150
221112,Fossil Fuel Electric Power Generation,6-digit,5,53-7051,Industrial Truck and Tractor Operators,detailed,200,88920
221112,Fossil Fuel Electric Power Generation,6-digit,5,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,470,80890
221112,Fossil Fuel Electric Power Generation,6-digit,5,53-7065,Stockers and Order Fillers,detailed,350,85450
221112,Fossil Fuel Electric Power Generation,6-digit,5,53-7071,Gas Compressor and Gas Pumping Station Operators,detailed,70,106000
221113,Nuclear Electric Power Generation,6-digit,5,00-0000,All Occupations,total,38480,121550
221113,Nuclear Electric Power Generation,6-digit,5,11-1021,General and Operations Managers,detailed,790,184950
221113,Nuclear Electric Power Generation,6-digit,5,11-3012,Administrative Services Managers,detailed,60,172070
221113,Nuclear Electric Power Generation,6-digit,5,11-3013,Facilities Managers,detailed,220,177980
221113,Nuclear Electric Power Generation,6-digit,5,11-3021,Computer and Information Systems Managers,detailed,60,173330
221113,Nuclear Electric Power Generation,6-digit,5,11-3051,Industrial Production Managers,detailed,390,196380
221113,Nuclear Electric Power Generation,6-digit,5,11-3071,"Transportation, Storage, and Distribution Managers",detailed,50,157810
221113,Nuclear Electric Power Generation,6-digit,5,11-3121,Human Resources Managers,detailed,50,177530
221113,Nuclear Electric Power Generation,6-digit,5,11-3131,Training and Development Managers,detailed,160,178230
221113,Nuclear Electric Power Generation,6-digit,5,11-9021,Construction Managers,detailed,80,157910
221113,Nuclear Electric Power Generation,6-digit,5,11-9041,Architectural and Engineering Managers,detailed,690,186600
221113,Nuclear Electric Power Generation,6-digit,5,11-9121,Natural Sciences Managers,detailed,40,171250
221113,Nuclear Electric Power Generation,6-digit,5,11-9141,"Property, Real Estate, and Community Association Managers",detailed,50,118930
221113,Nuclear Electric Power Generation,6-digit,5,11-9161,Emergency Management Directors,detailed,80,163770
221113,Nuclear Electric Power Generation,6-digit,5,11-9199,"Managers, All Other",detailed,410,174600
221113,Nuclear Electric Power Generation,6-digit,5,13-1020,Buyers and Purchasing Agents,detailed,270,113310
221113,Nuclear Electric Power Generation,6-digit,5,13-1041,Compliance Officers,detailed,120,140020
221113,Nuclear Electric Power Generation,6-digit,5,13-1051,Cost Estimators,detailed,60,131100
221113,Nuclear Electric Power Generation,6-digit,5,13-1071,Human Resources Specialists,detailed,110,117890
221113,Nuclear Electric Power Generation,6-digit,5,13-1081,Logisticians,detailed,70,132860
221113,Nuclear Electric Power Generation,6-digit,5,13-1082,Project Management Specialists,detailed,720,153410
221113,Nuclear Electric Power Generation,6-digit,5,13-1111,Management Analysts,detailed,270,127710
221113,Nuclear Electric Power Generation,6-digit,5,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,50,108140
221113,Nuclear Electric Power Generation,6-digit,5,13-1151,Training and Development Specialists,detailed,880,133300
221113,Nuclear Electric Power Generation,6-digit,5,13-1161,Market Research Analysts and Marketing Specialists,detailed,60,140630
221113,Nuclear Electric Power Generation,6-digit,5,13-1199,"Business Operations Specialists, All Other",detailed,1160,121000
221113,Nuclear Electric Power Generation,6-digit,5,13-2011,Accountants and Auditors,detailed,130,127860
221113,Nuclear Electric Power Generation,6-digit,5,13-2051,Financial and Investment Analysts,detailed,100,112320
221113,Nuclear Electric Power Generation,6-digit,5,15-1211,Computer Systems Analysts,detailed,150,118230
221113,Nuclear Electric Power Generation,6-digit,5,15-1212,Information Security Analysts,detailed,100,118710
221113,Nuclear Electric Power Generation,6-digit,5,15-1231,Computer Network Support Specialists,detailed,50,112590
221113,Nuclear Electric Power Generation,6-digit,5,15-1232,Computer User Support Specialists,detailed,40,89490
221113,Nuclear Electric Power Generation,6-digit,5,15-1241,Computer Network Architects,detailed,40,136080
221113,Nuclear Electric Power Generation,6-digit,5,15-1244,Network and Computer Systems Administrators,detailed,90,114540
221113,Nuclear Electric Power Generation,6-digit,5,15-1251,Computer Programmers,detailed,30,140240
221113,Nuclear Electric Power Generation,6-digit,5,15-1252,Software Developers,detailed,70,129590
221113,Nuclear Electric Power Generation,6-digit,5,15-1299,"Computer Occupations, All Other",detailed,90,109370
221113,Nuclear Electric Power Generation,6-digit,5,15-2051,Data Scientists,detailed,50,129110
221113,Nuclear Electric Power Generation,6-digit,5,17-2041,Chemical Engineers,detailed,110,128750
221113,Nuclear Electric Power Generation,6-digit,5,17-2051,Civil Engineers,detailed,60,122400
221113,Nuclear Electric Power Generation,6-digit,5,17-2071,Electrical Engineers,detailed,1690,127150
221113,Nuclear Electric Power Generation,6-digit,5,17-2072,"Electronics Engineers, Except Computer",detailed,120,124650
221113,Nuclear Electric Power Generation,6-digit,5,17-2081,Environmental Engineers,detailed,30,138720
221113,Nuclear Electric Power Generation,6-digit,5,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,190,147570
221113,Nuclear Electric Power Generation,6-digit,5,17-2112,Industrial Engineers,detailed,120,131170
221113,Nuclear Electric Power Generation,6-digit,5,17-2141,Mechanical Engineers,detailed,140,137680
221113,Nuclear Electric Power Generation,6-digit,5,17-2161,Nuclear Engineers,detailed,3040,137520
221113,Nuclear Electric Power Generation,6-digit,5,17-2199,"Engineers, All Other",detailed,190,135410
221113,Nuclear Electric Power Generation,6-digit,5,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,170,125690
221113,Nuclear Electric Power Generation,6-digit,5,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",detailed,100,116530
221113,Nuclear Electric Power Generation,6-digit,5,19-2012,Physicists,detailed,100,109680
221113,Nuclear Electric Power Generation,6-digit,5,19-2031,Chemists,detailed,260,124710
221113,Nuclear Electric Power Generation,6-digit,5,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,100,122150
221113,Nuclear Electric Power Generation,6-digit,5,19-4031,Chemical Technicians,detailed,270,116720
221113,Nuclear Electric Power Generation,6-digit,5,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,120,103520
221113,Nuclear Electric Power Generation,6-digit,5,19-4051,Nuclear Technicians,detailed,3460,109110
221113,Nuclear Electric Power Generation,6-digit,5,19-5011,Occupational Health and Safety Specialists,detailed,150,116790
221113,Nuclear Electric Power Generation,6-digit,5,19-5012,Occupational Health and Safety Technicians,detailed,60,95450
221113,Nuclear Electric Power Generation,6-digit,5,23-1011,Lawyers,detailed,50,228490
221113,Nuclear Electric Power Generation,6-digit,5,27-3031,Public Relations Specialists,detailed,110,93640
221113,Nuclear Electric Power Generation,6-digit,5,27-3042,Technical Writers,detailed,170,122790
221113,Nuclear Electric Power Generation,6-digit,5,33-1091,First-Line Supervisors of Security Workers,detailed,240,130480
221113,Nuclear Electric Power Generation,6-digit,5,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,160,101960
221113,Nuclear Electric Power Generation,6-digit,5,33-2011,Firefighters,detailed,40,110290
221113,Nuclear Electric Power Generation,6-digit,5,33-9021,Private Detectives and Investigators,detailed,**,72130
221113,Nuclear Electric Power Generation,6-digit,5,33-9032,Security Guards,detailed,4100,68900
221113,Nuclear Electric Power Generation,6-digit,5,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,40,50110
221113,Nuclear Electric Power Generation,6-digit,5,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,110,130560
221113,Nuclear Electric Power Generation,6-digit,5,43-3021,Billing and Posting Clerks,detailed,40,62480
